name,shape,numel,mean,std,min,max,max_abs,l2_norm,l1_norm,zeros_frac,p95_abs,p99_abs,is_bias
log_std,"(2,)",2,0.819344162940979,0.14792591333389282,0.6714182496070862,0.9672700762748718,0.9672700762748718,1.177460789680481,1.638688325881958,0.0,0.9524774551391602,0.9643115401268005,False
features_extractor.cnn.0.weight,"(32, 1, 8, 8)",2048,-0.004184239078313112,0.10590643435716629,-0.3355596363544464,0.416016161441803,0.416016161441803,4.7965168952941895,171.02610778808594,0.0,0.21634817123413086,0.28306877613067627,False
features_extractor.cnn.0.bias,"(32,)",32,0.022892426699399948,0.060851793736219406,-0.1365070939064026,0.14531578123569489,0.14531578123569489,0.36778274178504944,1.6890333890914917,0.0,0.12437240034341812,0.14258509874343872,True
features_extractor.cnn.2.weight,"(64, 32, 4, 4)",32768,-0.00038547691656276584,0.036635443568229675,-0.3103024959564209,0.2632102966308594,0.3103024959564209,6.6320905685424805,855.4744873046875,0.0,0.07603397220373154,0.11563659459352493,False
features_extractor.cnn.2.bias,"(64,)",64,0.008384831249713898,0.0523289293050766,-0.07993339002132416,0.16936524212360382,0.16936524212360382,0.4239714741706848,2.5612409114837646,0.0,0.11168357729911804,0.141666442155838,True
features_extractor.cnn.4.weight,"(64, 64, 3, 3)",36864,-0.000792677397839725,0.036740317940711975,-0.3062731921672821,0.2483566254377365,0.3062731921672821,7.055780410766602,883.0521240234375,0.0,0.07976292818784714,0.12254977971315384,False
features_extractor.cnn.4.bias,"(64,)",64,0.020927313715219498,0.03495185822248459,-0.07147334516048431,0.1367800235748291,0.1367800235748291,0.3259040117263794,1.9147189855575562,0.0,0.07132024317979813,0.1229873076081276,True
features_extractor.linear.0.weight,"(512, 64)",32768,-0.00035788712557405233,0.02798144519329071,-0.19622460007667542,0.19311784207820892,0.19622460007667542,5.065595626831055,539.916748046875,0.0,0.06266997009515762,0.09979797154664993,False
features_extractor.linear.0.bias,"(512,)",512,0.035452015697956085,0.03795825317502022,-0.04692365229129791,0.1486244648694992,0.1486244648694992,1.1752485036849976,18.799583435058594,0.0,0.1066252663731575,0.1322338581085205,True
pi_features_extractor.cnn.0.weight,"(32, 1, 8, 8)",2048,-0.004184239078313112,0.10590643435716629,-0.3355596363544464,0.416016161441803,0.416016161441803,4.7965168952941895,171.02610778808594,0.0,0.21634817123413086,0.28306877613067627,False
pi_features_extractor.cnn.0.bias,"(32,)",32,0.022892426699399948,0.060851793736219406,-0.1365070939064026,0.14531578123569489,0.14531578123569489,0.36778274178504944,1.6890333890914917,0.0,0.12437240034341812,0.14258509874343872,True
pi_features_extractor.cnn.2.weight,"(64, 32, 4, 4)",32768,-0.00038547691656276584,0.036635443568229675,-0.3103024959564209,0.2632102966308594,0.3103024959564209,6.6320905685424805,855.4744873046875,0.0,0.07603397220373154,0.11563659459352493,False
pi_features_extractor.cnn.2.bias,"(64,)",64,0.008384831249713898,0.0523289293050766,-0.07993339002132416,0.16936524212360382,0.16936524212360382,0.4239714741706848,2.5612409114837646,0.0,0.11168357729911804,0.141666442155838,True
pi_features_extractor.cnn.4.weight,"(64, 64, 3, 3)",36864,-0.000792677397839725,0.036740317940711975,-0.3062731921672821,0.2483566254377365,0.3062731921672821,7.055780410766602,883.0521240234375,0.0,0.07976292818784714,0.12254977971315384,False
pi_features_extractor.cnn.4.bias,"(64,)",64,0.020927313715219498,0.03495185822248459,-0.07147334516048431,0.1367800235748291,0.1367800235748291,0.3259040117263794,1.9147189855575562,0.0,0.07132024317979813,0.1229873076081276,True
pi_features_extractor.linear.0.weight,"(512, 64)",32768,-0.00035788712557405233,0.02798144519329071,-0.19622460007667542,0.19311784207820892,0.19622460007667542,5.065595626831055,539.916748046875,0.0,0.06266997009515762,0.09979797154664993,False
pi_features_extractor.linear.0.bias,"(512,)",512,0.035452015697956085,0.03795825317502022,-0.04692365229129791,0.1486244648694992,0.1486244648694992,1.1752485036849976,18.799583435058594,0.0,0.1066252663731575,0.1322338581085205,True
vf_features_extractor.cnn.0.weight,"(32, 1, 8, 8)",2048,-0.004184239078313112,0.10590643435716629,-0.3355596363544464,0.416016161441803,0.416016161441803,4.7965168952941895,171.02610778808594,0.0,0.21634817123413086,0.28306877613067627,False
vf_features_extractor.cnn.0.bias,"(32,)",32,0.022892426699399948,0.060851793736219406,-0.1365070939064026,0.14531578123569489,0.14531578123569489,0.36778274178504944,1.6890333890914917,0.0,0.12437240034341812,0.14258509874343872,True
vf_features_extractor.cnn.2.weight,"(64, 32, 4, 4)",32768,-0.00038547691656276584,0.036635443568229675,-0.3103024959564209,0.2632102966308594,0.3103024959564209,6.6320905685424805,855.4744873046875,0.0,0.07603397220373154,0.11563659459352493,False
vf_features_extractor.cnn.2.bias,"(64,)",64,0.008384831249713898,0.0523289293050766,-0.07993339002132416,0.16936524212360382,0.16936524212360382,0.4239714741706848,2.5612409114837646,0.0,0.11168357729911804,0.141666442155838,True
vf_features_extractor.cnn.4.weight,"(64, 64, 3, 3)",36864,-0.000792677397839725,0.036740317940711975,-0.3062731921672821,0.2483566254377365,0.3062731921672821,7.055780410766602,883.0521240234375,0.0,0.07976292818784714,0.12254977971315384,False
vf_features_extractor.cnn.4.bias,"(64,)",64,0.020927313715219498,0.03495185822248459,-0.07147334516048431,0.1367800235748291,0.1367800235748291,0.3259040117263794,1.9147189855575562,0.0,0.07132024317979813,0.1229873076081276,True
vf_features_extractor.linear.0.weight,"(512, 64)",32768,-0.00035788712557405233,0.02798144519329071,-0.19622460007667542,0.19311784207820892,0.19622460007667542,5.065595626831055,539.916748046875,0.0,0.06266997009515762,0.09979797154664993,False
vf_features_extractor.linear.0.bias,"(512,)",512,0.035452015697956085,0.03795825317502022,-0.04692365229129791,0.1486244648694992,0.1486244648694992,1.1752485036849976,18.799583435058594,0.0,0.1066252663731575,0.1322338581085205,True
