model,path,weights_numel,weights_l2_norm,weights_max_abs,weights_mean,weights_std,weights_zeros_frac,weights_p95_abs,weights_p99_abs,bias_numel,bias_l2_norm,bias_max_abs
track4_base,models\ppo_fast_20260203_002106\best\best_model.zip,314882,21.04769256069415,0.46533626317977905,0.017107368753446886,0.05777963660657406,0.0,0.13257238566875457,0.17585172206163407,2019,1.0465854612048333,0.09496365487575531
track4_ft,models\ppo_fast_20260203_003423\best\best_model.zip,314882,19.931675027485433,0.5008375644683838,0.026376112177968026,0.0579507116228342,0.0,0.14200718849897384,0.18801213055849075,2019,1.5315143822196633,0.10109194368124008
track1_ft,models\ppo_fast_20260203_004843\best\best_model.zip,314882,20.14245949788437,0.8250038027763367,0.04346072227732899,0.06137065837780634,0.0,0.16177621136109036,0.20420029113690058,2019,1.958714773808838,0.15631435811519623
track2_ft_track4,models\ppo_fast_20260203_005756\best\best_model.zip,314882,20.502136449478083,0.5930917859077454,0.037637840867197764,0.05164926250775655,0.0,0.1469087339937687,0.18946920136610668,2019,1.8058102487271215,0.13605841994285583
track3_ft_track4,models\ppo_fast_20260203_010628\best\best_model.zip,314882,20.273617229070627,0.7092592120170593,0.043727657365767905,0.05240088378389676,0.0,0.15268302708864212,0.1913658544421196,2019,2.1287663772431347,0.16051167249679565
track2_ft_track1,models\ppo_fast_20260203_011557\best\best_model.zip,314882,20.51704663884627,0.9903709888458252,0.05715408799005672,0.05778367109596729,0.0,0.17189685304959615,0.21494019031524658,2019,2.395305804947265,0.1804639995098114
track3_ft_track1,models\ppo_fast_20260203_012428\best\best_model.zip,314882,20.908647668099324,0.9672700762748718,0.051439780287910256,0.06154467190305392,0.0,0.17223299543062845,0.21622339636087418,2019,2.327988094275203,0.16936524212360382
