name,shape,numel,mean,std,min,max,max_abs,l2_norm,l1_norm,zeros_frac,p95_abs,p99_abs,is_bias
pi_features_extractor.linear.0.bias,"(512,)",512,0.03513757139444351,0.04069063067436218,-0.041813869029283524,0.15197378396987915,0.15197378396987915,1.216500163078308,19.049335479736328,0.0,0.11595743894577026,0.1376173347234726,True
vf_features_extractor.cnn.0.weight,"(32, 1, 8, 8)",2048,0.0010593989863991737,0.10307008028030396,-0.3195899724960327,0.39939630031585693,0.39939630031585693,4.664666175842285,163.26828002929688,0.0,0.21031275391578674,0.280406653881073,False
vf_features_extractor.cnn.0.bias,"(32,)",32,0.008916729129850864,0.059028830379247665,-0.11962112039327621,0.14613503217697144,0.14613503217697144,0.33770570158958435,1.465152621269226,0.0,0.11676079779863358,0.1379157304763794,True
vf_features_extractor.cnn.2.weight,"(64, 32, 4, 4)",32768,-0.0005008041043765843,0.03562844544649124,-0.27171945571899414,0.21185320615768433,0.27171945571899414,6.450076103210449,831.6209106445312,0.0,0.07416866719722748,0.11286963522434235,False
vf_features_extractor.cnn.2.bias,"(64,)",64,0.008474345318973064,0.05333910509943962,-0.07901051640510559,0.1804639995098114,0.1804639995098114,0.43206480145454407,2.5348739624023438,0.0,0.10891641676425934,0.16261695325374603,True
vf_features_extractor.cnn.4.weight,"(64, 64, 3, 3)",36864,-0.000990989850834012,0.03595777601003647,-0.3075888454914093,0.24403072893619537,0.3075888454914093,6.906512260437012,874.2139892578125,0.0,0.07752974331378937,0.11893757432699203,False
vf_features_extractor.cnn.4.bias,"(64,)",64,0.02156469225883484,0.03886463865637779,-0.05292489379644394,0.13689400255680084,0.13689400255680084,0.3555724322795868,2.0971415042877197,0.0,0.08088849484920502,0.12874504923820496,True
vf_features_extractor.linear.0.weight,"(512, 64)",32768,-0.0008909187745302916,0.028125906363129616,-0.1747114509344101,0.17593349516391754,0.17593349516391754,5.093885898590088,550.6353759765625,0.0,0.06278243660926819,0.09955816715955734,False
vf_features_extractor.linear.0.bias,"(512,)",512,0.03513757139444351,0.04069063067436218,-0.041813869029283524,0.15197378396987915,0.15197378396987915,1.216500163078308,19.049335479736328,0.0,0.11595743894577026,0.1376173347234726,True
action_net.weight,"(2, 512)",1024,-0.001966798445209861,0.04487057030200958,-0.15507321059703827,0.19251719117164612,0.19251719117164612,1.4372369050979614,29.27391815185547,0.0,0.10825842618942261,0.1364959180355072,False
action_net.bias,"(2,)",2,-0.023891089484095573,0.010201932862401009,-0.03409302234649658,-0.013689156621694565,0.03409302234649658,0.03673863410949707,0.04778217896819115,0.0,0.033072829246520996,0.033888984471559525,True
value_net.weight,"(1, 512)",512,-0.021984150633215904,0.10839912295341492,-0.273767352104187,0.31783527135849,0.31783527135849,2.5027265548706055,39.72280502319336,0.0,0.21595647931098938,0.2640226483345032,False
value_net.bias,"(1,)",1,0.12268482893705368,0.0,0.12268482893705368,0.12268482893705368,0.12268482893705368,0.12268482893705368,0.12268482893705368,0.0,0.12268482893705368,0.12268482893705368,True
