name,shape,numel,mean,std,min,max,max_abs,l2_norm,l1_norm,zeros_frac,p95_abs,p99_abs,is_bias
log_std,"(2,)",2,0.6770286560058594,0.14797517657279968,0.5290534496307373,0.8250038027763367,0.8250038027763367,0.9800657629966736,1.3540573120117188,0.0,0.8102062940597534,0.822044312953949,False
features_extractor.cnn.0.weight,"(32, 1, 8, 8)",2048,-0.00015197740867733955,0.1147458404302597,-0.3299438953399658,0.3924173414707184,0.3924173414707184,5.192808151245117,186.18460083007812,0.0,0.2306671440601349,0.29859423637390137,False
features_extractor.cnn.0.bias,"(32,)",32,-0.006408414803445339,0.03141160309314728,-0.10172957181930542,0.06874419003725052,0.10172957181930542,0.18135106563568115,0.703239917755127,0.0,0.06409231573343277,0.09150411933660507,True
features_extractor.cnn.2.weight,"(64, 32, 4, 4)",32768,-0.001374878571368754,0.03548719361424446,-0.2558879852294922,0.21074837446212769,0.2558879852294922,6.428686618804932,804.9890747070312,0.0,0.07593098282814026,0.11541349440813065,False
features_extractor.cnn.2.bias,"(64,)",64,-0.0014806650578975677,0.029850078746676445,-0.06725351512432098,0.10359768569469452,0.10359768569469452,0.23909422755241394,1.3968425989151,0.0,0.06279145926237106,0.0807008221745491,True
features_extractor.cnn.4.weight,"(64, 64, 3, 3)",36864,7.021709461696446e-05,0.03364670276641846,-0.2646014988422394,0.24034585058689117,0.2646014988422394,6.460179328918457,776.0322875976562,0.0,0.07372871041297913,0.11544142663478851,False
features_extractor.cnn.4.bias,"(64,)",64,0.020748291164636612,0.03229020908474922,-0.06050692871212959,0.10148327797651291,0.10148327797651291,0.3070530295372009,1.8041788339614868,0.0,0.07826122641563416,0.08945395052433014,True
features_extractor.linear.0.weight,"(512, 64)",32768,0.00042847386794164777,0.026208065450191498,-0.18467195332050323,0.21111030876636505,0.21111030876636505,4.744799613952637,488.8802795410156,0.0,0.0600334107875824,0.09283824265003204,False
features_extractor.linear.0.bias,"(512,)",512,0.027179408818483353,0.037206776440143585,-0.06840554624795914,0.15631435811519623,0.15631435811519623,1.0425972938537598,14.826376914978027,0.0,0.12041420489549637,0.14363303780555725,True
pi_features_extractor.cnn.0.weight,"(32, 1, 8, 8)",2048,-0.00015197740867733955,0.1147458404302597,-0.3299438953399658,0.3924173414707184,0.3924173414707184,5.192808151245117,186.18460083007812,0.0,0.2306671440601349,0.29859423637390137,False
pi_features_extractor.cnn.0.bias,"(32,)",32,-0.006408414803445339,0.03141160309314728,-0.10172957181930542,0.06874419003725052,0.10172957181930542,0.18135106563568115,0.703239917755127,0.0,0.06409231573343277,0.09150411933660507,True
pi_features_extractor.cnn.2.weight,"(64, 32, 4, 4)",32768,-0.001374878571368754,0.03548719361424446,-0.2558879852294922,0.21074837446212769,0.2558879852294922,6.428686618804932,804.9890747070312,0.0,0.07593098282814026,0.11541349440813065,False
pi_features_extractor.cnn.2.bias,"(64,)",64,-0.0014806650578975677,0.029850078746676445,-0.06725351512432098,0.10359768569469452,0.10359768569469452,0.23909422755241394,1.3968425989151,0.0,0.06279145926237106,0.0807008221745491,True
pi_features_extractor.cnn.4.weight,"(64, 64, 3, 3)",36864,7.021709461696446e-05,0.03364670276641846,-0.2646014988422394,0.24034585058689117,0.2646014988422394,6.460179328918457,776.0322875976562,0.0,0.07372871041297913,0.11544142663478851,False
pi_features_extractor.cnn.4.bias,"(64,)",64,0.020748291164636612,0.03229020908474922,-0.06050692871212959,0.10148327797651291,0.10148327797651291,0.3070530295372009,1.8041788339614868,0.0,0.07826122641563416,0.08945395052433014,True
pi_features_extractor.linear.0.weight,"(512, 64)",32768,0.00042847386794164777,0.026208065450191498,-0.18467195332050323,0.21111030876636505,0.21111030876636505,4.744799613952637,488.8802795410156,0.0,0.0600334107875824,0.09283824265003204,False
pi_features_extractor.linear.0.bias,"(512,)",512,0.027179408818483353,0.037206776440143585,-0.06840554624795914,0.15631435811519623,0.15631435811519623,1.0425972938537598,14.826376914978027,0.0,0.12041420489549637,0.14363303780555725,True
vf_features_extractor.cnn.0.weight,"(32, 1, 8, 8)",2048,-0.00015197740867733955,0.1147458404302597,-0.3299438953399658,0.3924173414707184,0.3924173414707184,5.192808151245117,186.18460083007812,0.0,0.2306671440601349,0.29859423637390137,False
vf_features_extractor.cnn.0.bias,"(32,)",32,-0.006408414803445339,0.03141160309314728,-0.10172957181930542,0.06874419003725052,0.10172957181930542,0.18135106563568115,0.703239917755127,0.0,0.06409231573343277,0.09150411933660507,True
vf_features_extractor.cnn.2.weight,"(64, 32, 4, 4)",32768,-0.001374878571368754,0.03548719361424446,-0.2558879852294922,0.21074837446212769,0.2558879852294922,6.428686618804932,804.9890747070312,0.0,0.07593098282814026,0.11541349440813065,False
vf_features_extractor.cnn.2.bias,"(64,)",64,-0.0014806650578975677,0.029850078746676445,-0.06725351512432098,0.10359768569469452,0.10359768569469452,0.23909422755241394,1.3968425989151,0.0,0.06279145926237106,0.0807008221745491,True
vf_features_extractor.cnn.4.weight,"(64, 64, 3, 3)",36864,7.021709461696446e-05,0.03364670276641846,-0.2646014988422394,0.24034585058689117,0.2646014988422394,6.460179328918457,776.0322875976562,0.0,0.07372871041297913,0.11544142663478851,False
vf_features_extractor.cnn.4.bias,"(64,)",64,0.020748291164636612,0.03229020908474922,-0.06050692871212959,0.10148327797651291,0.10148327797651291,0.3070530295372009,1.8041788339614868,0.0,0.07826122641563416,0.08945395052433014,True
vf_features_extractor.linear.0.weight,"(512, 64)",32768,0.00042847386794164777,0.026208065450191498,-0.18467195332050323,0.21111030876636505,0.21111030876636505,4.744799613952637,488.8802795410156,0.0,0.0600334107875824,0.09283824265003204,False
vf_features_extractor.linear.0.bias,"(512,)",512,0.027179408818483353,0.037206776440143585,-0.06840554624795914,0.15631435811519623,0.15631435811519623,1.0425972938537598,14.826376914978027,0.0,0.12041420489549637,0.14363303780555725,True
action_net.weight,"(2, 512)",1024,-0.0034740720875561237,0.04268888756632805,-0.1603672355413437,0.18126747012138367,0.18126747012138367,1.370560646057129,27.987686157226562,0.0,0.09814398735761642,0.12947945296764374,False
action_net.bias,"(2,)",2,-0.033591851592063904,0.0014896746724843979,-0.03508152440190315,-0.03210217505693436,0.03508152440190315,0.04755273833870888,0.06718370318412781,0.0,0.03493255749344826,0.035051729530096054,True
value_net.weight,"(1, 512)",512,-0.018559254705905914,0.09963240474462509,-0.26772794127464294,0.28889068961143494,0.28889068961143494,2.293203830718994,37.18234634399414,0.0,0.19721214473247528,0.24461840093135834,False
value_net.bias,"(1,)",1,0.14236392080783844,0.0,0.14236392080783844,0.14236392080783844,0.14236392080783844,0.14236392080783844,0.14236392080783844,0.0,0.14236392080783844,0.14236392080783844,True
